ETWoriginX,ETWoriginY,ETWoriginZ,ETWdirectionX,ETWdirectionY,ETWdirectionZ,HToriginX,HToriginY,HToriginZ,HTdirectionX,HTdirectionY,HTdirectionZ,HitObject
547.5421,2.0488327,589.3786,0.94736135,-0.015221875,-0.31996062,547.552001953125,2.0453662872314453,589.3690185546875,0.9688546061515808,-0.0419580526649951,-0.2440503984689712,
547.5421,2.0488327,589.3786,0.94736135,-0.015221875,-0.31996062,547.552001953125,2.0453662872314453,589.3690185546875,0.9688546061515808,-0.0419580526649951,-0.2440503984689712,
547.54474,2.048769,589.3892,0.9430998,-0.010032936,-0.3324168,547.5519409179688,2.0453922748565674,589.369140625,0.9689459800720216,-0.0417960919439792,-0.2437152713537216,
547.5508,2.0488997,589.4157,0.9400446,-0.017503,-0.34079593,547.552001953125,2.045356035232544,589.3692016601562,0.9691457152366638,-0.0412019230425357,-0.2430211156606674,
547.5508,2.0488997,589.4157,0.9400446,-0.017503,-0.34079593,547.552001953125,2.045356035232544,589.3692016601562,0.9691457152366638,-0.0412019230425357,-0.2430211156606674,
547.55096,2.0488808,589.41644,0.9411475,-0.014772976,-0.3377741,547.5518798828125,2.045416593551636,589.3692626953125,0.9694488644599916,-0.0413162522017955,-0.241789311170578,
547.55096,2.0488808,589.41644,0.9411475,-0.014772976,-0.3377741,547.5518798828125,2.045416593551636,589.3692626953125,0.9694488644599916,-0.0413162522017955,-0.241789311170578,
547.5506,2.048864,589.4145,0.9407915,-0.0041580317,-0.33892643,547.5517578125,2.045417070388794,589.3693237304688,0.9695305228233336,-0.0408780686557292,-0.2415359765291214,
547.5506,2.048864,589.4145,0.9407915,-0.0041580317,-0.33892643,547.5517578125,2.045417070388794,589.3693237304688,0.9695305228233336,-0.0408780686557292,-0.2415359765291214,
547.5446,2.0486073,589.3877,0.9451934,-0.00027898,-0.32650304,547.5516357421875,2.0455009937286377,589.3693237304688,0.9696153402328492,-0.0402420684695243,-0.2413028329610824,
547.5441,2.0485723,589.386,0.94530505,0.00042380637,-0.32617345,547.5516357421875,2.045497179031372,589.369384765625,0.9696367979049684,-0.0396941713988781,-0.2413068413734436,
547.5441,2.0485723,589.386,0.94530505,0.00042380637,-0.32617345,547.5516357421875,2.045497179031372,589.369384765625,0.9696367979049684,-0.0396941713988781,-0.2413068413734436,
547.5444,2.0486333,589.3873,0.94313467,-0.0053696926,-0.3323829,547.5515747070312,2.045564889907837,589.369384765625,0.9695452451705932,-0.0391256362199783,-0.2417670488357544,
547.5444,2.0486333,589.3873,0.94313467,-0.0053696926,-0.3323829,547.5515747070312,2.045564889907837,589.369384765625,0.9695452451705932,-0.0391256362199783,-0.2417670488357544,
547.5377,2.0487452,589.36084,0.88381064,-0.009956102,-0.46776193,547.5512084960938,2.045689105987549,589.3695068359375,0.9694419503211976,-0.0391917079687118,-0.2421706765890121,
547.539,2.048783,589.3668,0.88250726,-0.011758672,-0.47018692,547.5512084960938,2.0456881523132324,589.3695678710938,0.9694189429283142,-0.0393251255154609,-0.2422407269477844,
547.54047,2.048787,589.37335,0.87770915,-0.016467355,-0.47900644,547.5512084960938,2.045654773712158,589.3695068359375,0.9693846702575684,-0.0394326820969581,-0.2423603534698486,
547.5453,2.0489597,589.3953,0.86927915,-0.027677547,-0.49386024,547.5511474609375,2.045629501342773,589.3695068359375,0.9693344831466676,-0.0393417850136756,-0.2425757944583892,
547.5452,2.0489566,589.39496,0.86764884,-0.03357297,-0.49652883,547.5511474609375,2.0456714630126958,589.3695068359375,0.9692695140838624,-0.039711095392704,-0.2427753657102584,
547.54474,2.048917,589.3929,0.86899775,-0.028235376,-0.49434754,547.5511474609375,2.0456438064575195,589.3695678710938,0.9692530035972596,-0.039718110114336,-0.2428396344184875,
547.54956,2.0490706,589.41437,0.85853106,-0.040724218,-0.5118302,547.5510864257812,2.045633554458618,589.3695068359375,0.9692560434341432,-0.0397141613066196,-0.2428283393383026,
547.55005,2.0491025,589.4169,0.85802364,-0.04227265,-0.5126137,547.5510864257812,2.045670747756958,589.3695678710938,0.9691928625106812,-0.0396355055272579,-0.2430934756994247,
547.5502,2.0491185,589.4174,0.8575251,-0.046953678,-0.5132353,547.5511474609375,2.04569935798645,589.3695678710938,0.969180941581726,-0.0397698283195495,-0.2431189119815826,
547.5501,2.0491197,589.41736,0.85978496,-0.040125683,-0.5097573,547.5510864257812,2.045721530914306,589.3695678710938,0.9692434668540956,-0.0399086438119411,-0.2428466230630874,
547.54987,2.0491383,589.41656,0.85481113,-0.05210443,-0.51747435,547.5511474609375,2.0456910133361816,589.3695068359375,0.9692418575286864,-0.0398669429123401,-0.2428598254919052,
547.5489,2.0491152,589.4119,0.8595467,-0.04587891,-0.5098975,547.5511474609375,2.0456814765930176,589.3695678710938,0.9692360758781432,-0.0396085530519485,-0.2429251819849014,
547.5467,2.0490725,589.4021,0.8633007,-0.040365882,-0.5037706,547.5512084960938,2.0456557273864746,589.3695678710938,0.9692256450653076,-0.0396309569478035,-0.2429633438587188,
547.5471,2.049066,589.4039,0.86244947,-0.03397034,-0.5054791,547.5512084960938,2.045658826828003,589.3695678710938,0.9693669080734252,-0.0394809283316135,-0.2424239665269851,
547.5472,2.0490901,589.4041,0.8631386,-0.03870844,-0.50410444,547.55126953125,2.0456252098083496,589.3695678710938,0.9693434834480286,-0.0397029817104339,-0.2424814403057098,
547.5463,2.049057,589.4002,0.8647734,-0.033662885,-0.50152296,547.55126953125,2.0456109046936035,589.3695678710938,0.9693573713302612,-0.0396462082862854,-0.2424348294734954,
547.5454,2.0489948,589.396,0.86619824,-0.031190181,-0.49914214,547.5513305664062,2.04565978050232,589.3695678710938,0.969390332698822,-0.0397717133164405,-0.2422825694084167,
547.5446,2.0489485,589.39215,0.86842686,-0.028851688,-0.4953386,547.5513305664062,2.0457239151000977,589.36962890625,0.9693464040756226,-0.0398634225130081,-0.2424433827400207,
547.54395,2.0489337,589.3891,0.8696048,-0.027310526,-0.49332365,547.5513916015625,2.045737743377685,589.3695678710938,0.9694052934646606,-0.0399878248572349,-0.2421868294477462,
547.54675,2.0490885,589.4023,0.8864227,-0.030911854,-0.46228555,547.5513916015625,2.045719861984253,589.3695678710938,0.969471514225006,-0.0400956943631172,-0.2419038563966751,
547.5458,2.048881,589.39667,0.9235107,-0.019861907,-0.38328037,547.5514526367188,2.045722961425781,589.3695678710938,0.9694733023643494,-0.0401457250118255,-0.2418889850378036,
547.5498,2.0492566,589.4168,0.9684132,-0.038616143,-0.24766575,547.5514526367188,2.0457205772399902,589.3695678710938,0.9695385098457336,-0.0400803834199905,-0.2416376322507858,Lod_1
547.55023,2.0489755,589.4163,0.98234135,-0.028691763,-0.18584743,547.551513671875,2.045704841613769,589.3695068359375,0.9695221781730652,-0.0401129126548767,-0.2416979372501373,Lod_1
547.5499,2.0490212,589.416,0.9927907,-0.041042026,-0.115766875,547.551513671875,2.045621871948242,589.3695068359375,0.9695839881896972,-0.0403512232005596,-0.2414103001356125,Lod_1
547.5504,2.0487006,589.41565,0.9975817,-0.028764013,-0.06606063,547.5515747070312,2.045604705810547,589.3695678710938,0.9695045948028564,-0.040634524077177,-0.2416813969612121,Lod_1
547.5506,2.0486093,589.4157,0.9978302,-0.024612868,-0.06309412,547.5515747070312,2.045581817626953,589.3695068359375,0.9695571064949036,-0.0409313328564167,-0.2414204031229019,Lod_1
547.5507,2.0484726,589.41565,0.9984464,-0.03202774,-0.05007339,547.5516967773438,2.045541286468506,589.3695678710938,0.9694777727127076,-0.0411258041858673,-0.2417058199644088,Lod_1
547.55023,2.0487094,589.41583,0.9976875,-0.03240355,-0.06331525,547.5517578125,2.045535087585449,589.3695678710938,0.9694390892982484,-0.0413530878722667,-0.2418223917484283,Lod_1
547.55066,2.0485349,589.4158,0.9980342,-0.031838693,-0.057921503,547.5517578125,2.0455448627471924,589.3695678710938,0.9693413376808168,-0.0419012792408466,-0.2421196401119232,Lod_1
547.5505,2.04863,589.4157,0.9976622,-0.027455706,-0.06497028,547.5518188476562,2.045485258102417,589.3695068359375,0.969338595867157,-0.0418808534741401,-0.2421341389417648,Lod_1
547.5366,2.048622,589.3571,0.9991736,-0.029981721,-0.033775248,547.5518188476562,2.045427799224853,589.3695678710938,0.9692978858947754,-0.0420606769621372,-0.2422652393579483,Lod_1
547.537,2.048609,589.3583,0.9991637,-0.030451398,-0.033637214,547.5518798828125,2.0454561710357666,589.3695678710938,0.9692575931549072,-0.0424373671412467,-0.2423610985279083,Lod_1
547.538,2.0485928,589.36237,0.9990977,-0.028370697,-0.03638821,547.5518798828125,2.045403242111206,589.3696899414062,0.9692337512969972,-0.042519923299551,-0.2424429208040237,Lod_1
547.5405,2.0485594,589.3729,0.9987974,-0.032434095,-0.0425075,547.5518798828125,2.045381546020508,589.3697509765625,0.9692577123641968,-0.0424882806837558,-0.2423523664474487,Lod_1
547.54114,2.048555,589.3754,0.9987222,-0.031611282,-0.044419058,547.5519409179688,2.045354127883911,589.3698120117188,0.969276249408722,-0.0424997508525848,-0.2422758936882019,Lod_1
547.5421,2.048507,589.3795,0.9986574,-0.03165827,-0.046017,547.552001953125,2.045329093933105,589.3698120117188,0.9693191647529602,-0.0424823090434074,-0.2421075403690338,Lod_1
547.5432,2.0484955,589.3839,0.99856937,-0.030826924,-0.04795407,547.5520629882812,2.04531192779541,589.369873046875,0.9693503975868224,-0.0427109859883785,-0.241941899061203,Lod_1
547.5431,2.0484776,589.3835,0.9985847,-0.030172685,-0.048094135,547.5520629882812,2.04529070854187,589.3699340820312,0.9693681001663208,-0.0429153963923454,-0.2418340295553207,Lod_1
547.5429,2.0484672,589.3825,0.99858105,-0.03062078,-0.04802129,547.5520629882812,2.045238733291626,589.3699340820312,0.9694393277168274,-0.0433496870100498,-0.2414713948965072,Lod_1
547.5424,2.048459,589.3802,0.99865985,-0.029271573,-0.0467921,547.5521240234375,2.0452184677124023,589.3699951171875,0.9694456458091736,-0.0435737743973732,-0.2414056807756424,Lod_1
547.5421,2.0484514,589.37915,0.99868745,-0.029261546,-0.04626955,547.5521240234375,2.045205354690552,589.3699951171875,0.9694860577583312,-0.0436827652156353,-0.2412233203649521,Lod_1
547.5419,2.0484304,589.37805,0.99870986,-0.02920786,-0.045821242,547.5521850585938,2.045172452926636,589.3701171875,0.9695383310317992,-0.043790828436613,-0.2409934997558593,Lod_1
547.54156,2.048419,589.37665,0.9987296,-0.029756956,-0.045017947,547.5521850585938,2.045163631439209,589.3701782226562,0.969559371471405,-0.0439481474459171,-0.240880012512207,Lod_1
547.5403,2.0484266,589.37134,0.99888754,-0.028064735,-0.041867793,547.5521850585938,2.045162439346313,589.3702392578125,0.9695770144462584,-0.0437977835536003,-0.2408369332551956,Lod_1
547.53906,2.04841,589.3658,0.99907357,-0.027405664,-0.037503745,547.55224609375,2.045186758041382,589.3702392578125,0.9695538878440856,-0.0439398884773254,-0.2409039139747619,Lod_1
547.53735,2.0484,589.3586,0.999239,-0.027854957,-0.03256746,547.55224609375,2.045201301574707,589.3703002929688,0.9695600867271424,-0.0437474623322486,-0.2409140020608902,Lod_1
547.53735,2.0484025,589.3582,0.99924666,-0.028249651,-0.03243821,547.55224609375,2.0452115535736084,589.370361328125,0.9695588946342468,-0.0438104532659053,-0.2409075498580932,Lod_1
547.5375,2.048396,589.35895,0.99921894,-0.028757364,-0.032725334,547.5523071289062,2.045174121856689,589.3704223632812,0.9695285558700562,-0.043677169829607,-0.2410534173250198,Lod_1
547.5389,2.0484347,589.365,0.9991073,-0.026296852,-0.037236657,547.5523681640625,2.045254945755005,589.3704223632812,0.9695357084274292,-0.0438736081123352,-0.2409888952970504,Lod_1
547.54065,2.0484283,589.37256,0.99888515,-0.026291111,-0.04269526,547.5524291992188,2.045249462127685,589.3704223632812,0.9695231914520264,-0.044038750231266,-0.2410091012716293,Lod_1
547.5428,2.0484335,589.38196,0.99857163,-0.025792701,-0.049568206,547.5524291992188,2.045212507247925,589.3705444335938,0.969468355178833,-0.0440701879560947,-0.2412246912717819,Lod_1
547.53937,2.048397,589.3665,0.99934816,-0.038027473,-0.021595439,547.552490234375,2.0452182292938232,589.3705444335938,0.9694607257843018,-0.0442707277834415,-0.2412181049585342,Lod_1
547.5382,2.0484421,589.36163,0.9993172,-0.04901964,-0.0049983924,547.5525512695312,2.0452756881713867,589.37060546875,0.9694390892982484,-0.0445466786623001,-0.2412543892860412,Lod_1
547.5378,2.0484269,589.3594,0.9990378,-0.053517032,-0.017502593,547.5526123046875,2.0452322959899902,589.37060546875,0.9694151282310486,-0.0448971539735794,-0.2412853688001632,Lod_1
547.5376,2.0484145,589.3588,0.9994527,-0.04062457,-0.012550328,547.5526123046875,2.045177459716797,589.3706665039062,0.9694314002990724,-0.0449151434004306,-0.2412173300981521,Lod_1
547.53784,2.0484657,589.3596,0.9993247,-0.045496006,-0.013160938,547.5526733398438,2.045128107070923,589.3707275390625,0.969440221786499,-0.0450451746582984,-0.2411570996046066,Lod_1
547.53754,2.0484142,589.3579,0.9990919,-0.052456725,-0.016154353,547.552734375,2.045102596282959,589.3707885742188,0.9694082140922546,-0.0453386567533016,-0.2412307858467102,Lod_1
547.5374,2.0481768,589.3582,0.98615754,-0.16440006,-0.11144092,547.5528564453125,2.0451202392578125,589.370849609375,0.9694385528564452,-0.0457766875624656,-0.2410262376070022,Terrain
547.5515,2.047762,589.4171,0.97272015,-0.20705536,-0.17296101,547.5529174804688,2.04508113861084,589.370849609375,0.9694244861602784,-0.0461999624967575,-0.2410013526678085,Terrain
547.5511,2.047837,589.41736,0.9564654,-0.25226012,-0.22297986,547.552978515625,2.045015335083008,589.3709106445312,0.9694377779960632,-0.0463267751038074,-0.2409243881702423,Terrain
547.5512,2.047817,589.4176,0.95184743,-0.27905732,-0.22495577,547.5530395507812,2.045030117034912,589.3709716796875,0.969401717185974,-0.0471209362149238,-0.2409147322177887,Terrain
547.5512,2.0478113,589.4177,0.9475883,-0.29389092,-0.23231009,547.5531005859375,2.044952154159546,589.3710327148438,0.9693896770477296,-0.0473337806761264,-0.2409218251705169,Terrain
547.55133,2.047745,589.4177,0.94753474,-0.2921062,-0.23377381,547.55322265625,2.044894218444824,589.37109375,0.9693344235420228,-0.047570452094078,-0.2410976141691208,Terrain
547.55164,2.0475829,589.4177,0.94742215,-0.28281718,-0.24048424,547.5532836914062,2.0448732376098637,589.3711547851562,0.9693422317504884,-0.0481380745768547,-0.2409536987543106,Terrain
547.55176,2.0475128,589.4178,0.9490557,-0.28366634,-0.23337105,547.5533447265625,2.044745922088623,589.3712158203125,0.9692907333374025,-0.0484605617821216,-0.2410956621170044,Terrain
547.5518,2.0474837,589.41785,0.9472518,-0.28655085,-0.23866652,547.5534057617188,2.044656753540039,589.371337890625,0.9692612290382384,-0.0487404987215995,-0.241158589720726,Terrain
547.5385,2.0478241,589.36383,0.953841,-0.26977563,-0.22276902,547.553466796875,2.044626951217652,589.371337890625,0.9692367911338806,-0.0493679605424404,-0.2411280870437622,Terrain
547.5417,2.0477514,589.37805,0.9504827,-0.28092816,-0.22939311,547.5535278320312,2.0445873737335205,589.3713989257812,0.9692363142967224,-0.0496038645505905,-0.2410821467638015,Terrain
547.5485,2.047445,589.4049,0.9475441,-0.2899889,-0.23518264,547.5536499023438,2.0445303916931152,589.3713989257812,0.9692408442497252,-0.0500026233494281,-0.2409811466932296,Terrain
547.5517,2.0472496,589.4172,0.9460905,-0.29476035,-0.23772903,547.5537109375,2.0444579124450684,589.3714599609375,0.9692251682281494,-0.0504648946225643,-0.2409484535455703,Terrain
547.5517,2.0471826,589.417,0.9457581,-0.2956009,-0.23845977,547.5537719726562,2.044417381286621,589.3715209960938,0.9692466855049132,-0.0509965829551219,-0.2407498508691787,Terrain
547.5515,2.0471776,589.41583,0.9456475,-0.29567274,-0.23882236,547.5538940429688,2.04435396194458,589.3716430664062,0.9692635536193848,-0.0512301921844482,-0.2406324595212936,Terrain
547.5515,2.0472195,589.41595,0.9465136,-0.29051867,-0.23893484,547.5540161132812,2.044329881668091,589.3717041015625,0.9692429304122924,-0.0517659559845924,-0.2406003475189209,Terrain
547.5515,2.0471656,589.416,0.9475463,-0.29238838,-0.2335224,547.5540771484375,2.044245958328247,589.3717651367188,0.9692896604537964,-0.052097026258707,-0.2403412014245987,Terrain
547.5522,2.047101,589.41833,0.9476049,-0.2905751,-0.234537,547.5541381835938,2.0442094802856445,589.371826171875,0.9693735241889954,-0.0525055453181266,-0.2399133443832397,Terrain
547.53925,2.0468702,589.3591,0.92133945,-0.36802673,-0.27511737,547.5557861328125,2.043829917907715,589.3721923828125,0.9702244400978088,-0.056041520088911,-0.2356355488300323,Terrain
547.53937,2.046821,589.35913,0.921982,-0.37354693,-0.26876733,547.555908203125,2.043682813644409,589.3721923828125,0.9701527953147888,-0.0565333440899848,-0.2358128726482391,Terrain
547.53955,2.046749,589.35913,0.9219301,-0.36815795,-0.27302486,547.5560913085938,2.0435945987701416,589.3721313476562,0.9701683521270752,-0.0571844801306724,-0.2355925738811493,Terrain
547.54626,2.0463784,589.3874,0.917198,-0.3827081,-0.2778075,547.5562133789062,2.043501138687134,589.3721313476562,0.970158576965332,-0.0578144490718841,-0.2354782074689865,Terrain
547.547,2.0462556,589.3901,0.9196916,-0.37253305,-0.27725264,547.5563354492188,2.043485641479492,589.3721313476562,0.9701294898986816,-0.0585022941231727,-0.2354280352592468,Terrain
547.5471,2.0461898,589.3896,0.9202086,-0.36812988,-0.278796,547.5564575195312,2.0433883666992188,589.3721313476562,0.9702038764953612,-0.0589018613100051,-0.235021710395813,Terrain
547.54724,2.046107,589.3897,0.9199199,-0.36915702,-0.27897158,547.556640625,2.0432944297790527,589.3720703125,0.9702317714691162,-0.0595650821924209,-0.2347392439842224,Terrain
547.54736,2.0460567,589.3897,0.9182207,-0.36793616,-0.28538683,547.5567626953125,2.043163299560547,589.3720703125,0.9702442288398744,-0.0601820796728134,-0.234530359506607,Terrain
547.5475,2.0459862,589.3897,0.9193308,-0.37521973,-0.27640364,547.556884765625,2.0430519580841064,589.3720092773438,0.970245897769928,-0.0606481507420539,-0.2344038188457489,Terrain
547.5476,2.0459056,589.38983,0.917962,-0.37727174,-0.2793889,547.5570068359375,2.042932748794556,589.3720092773438,0.9702747464179992,-0.0614136941730976,-0.2340842634439468,Terrain
547.54755,2.0457835,589.3889,0.9181931,-0.37557155,-0.27991924,547.5571899414062,2.042886972427368,589.3719482421875,0.9702326059341432,-0.0622174590826034,-0.2340466529130935,Terrain
547.54767,2.045721,589.3889,0.9177435,-0.3751031,-0.2817095,547.5573120117188,2.0428285598754883,589.3719482421875,0.9701882004737854,-0.0626549273729324,-0.2341140955686569,Terrain
547.54785,2.0456126,589.3888,0.91898274,-0.37734,-0.27593794,547.557373046875,2.042673110961914,589.3718872070312,0.9701382517814636,-0.0632997900247573,-0.2341476082801818,Terrain
547.548,2.045533,589.3888,0.9193909,-0.37649196,-0.2752423,547.5574951171875,2.042569398880005,589.3718872070312,0.9700738191604614,-0.063752606511116,-0.2342910915613174,Terrain
547.5481,2.045472,589.38885,0.91924137,-0.37693548,-0.27541834,547.5576782226562,2.042478561401367,589.371826171875,0.9700393676757812,-0.0641683861613273,-0.2343212962150573,Terrain
547.54834,2.0454075,589.3891,0.9191621,-0.37783965,-0.27500132,547.557861328125,2.0423855781555176,589.3717041015625,0.9699262380599976,-0.0643472969532013,-0.2347391247749328,Terrain
547.5484,2.045261,589.3891,0.91907346,-0.37739804,-0.27559882,547.5580444335938,2.042264461517334,589.3716430664062,0.9698363542556764,-0.0648973956704139,-0.2349599599838256,Terrain
547.54865,2.0451837,589.3893,0.9179661,-0.3779249,-0.2788537,547.5582275390625,2.0421388149261475,589.3715209960938,0.9697275161743164,-0.0652697384357452,-0.2353055626153946,Terrain
547.5489,2.045127,589.3897,0.917064,-0.3741535,-0.28461325,547.5584716796875,2.0419960021972656,589.3713989257812,0.9696967005729676,-0.06573486328125,-0.2353029251098632,Terrain
547.54913,2.0451097,589.3899,0.91806245,-0.37741166,-0.27896032,547.5586547851562,2.041874647140503,589.371337890625,0.9695685505867004,-0.0667290166020393,-0.2355510294437408,Terrain
547.5421,2.045559,589.3587,0.9227589,-0.36798194,-0.2703353,547.558837890625,2.041756153106689,589.3712768554688,0.9694783091545104,-0.0674668923020362,-0.2357118725776672,Terrain
547.5455,2.0448232,589.3575,0.9558442,-0.0448221,-0.291944,547.561767578125,2.040790557861328,589.3701782226562,0.9692856669425964,-0.0733475536108017,-0.234745591878891,
547.5585,2.0442739,589.4138,0.94871116,-0.06373565,-0.3125402,547.5618896484375,2.040732145309448,589.3700561523438,0.9692951440811156,-0.0735098198056221,-0.2346562296152115,
547.55927,2.0442233,589.41656,0.947737,-0.08075977,-0.31328636,547.5620727539062,2.040679693222046,589.3700561523438,0.9692200422286988,-0.0736410319805145,-0.2349250614643097,
547.5587,2.0441525,589.41266,0.9475446,-0.06775261,-0.31555733,547.562255859375,2.0406174659729004,589.3699951171875,0.969206929206848,-0.0737147703766822,-0.2349561601877212,
547.5582,2.0441408,589.4104,0.94913024,-0.06827181,-0.31069013,547.5623779296875,2.0405831336975098,589.369873046875,0.9691263437271118,-0.0739457681775093,-0.2352154552936554,
547.5592,2.0440545,589.4137,0.94878757,-0.064071104,-0.31226036,547.5625610351562,2.0405123233795166,589.3698120117188,0.9690605401992798,-0.0739515274763107,-0.2354848086833953,
547.56,2.044014,589.41656,0.9512886,-0.06657978,-0.30424374,547.5628051757812,2.040434598922729,589.3696899414062,0.9689264297485352,-0.074027419090271,-0.2360116094350814,
547.5604,2.0439472,589.4175,0.9508487,-0.06894902,-0.3053276,547.56298828125,2.040360927581787,589.3695678710938,0.968801498413086,-0.0742219090461731,-0.2364629209041595,
547.56055,2.043879,589.41724,0.94936097,-0.069512576,-0.30983025,547.5631713867188,2.04022479057312,589.3695068359375,0.9686580300331116,-0.0743185654282569,-0.2370204180479049,
547.5607,2.0438225,589.4169,0.9490226,-0.06813658,-0.31105313,547.5633544921875,2.040107011795044,589.3694458007812,0.9684873223304749,-0.0748630315065383,-0.2375461906194687,
547.5603,2.043859,589.41425,0.95116556,-0.047807343,-0.30659503,547.5635986328125,2.0400075912475586,589.3692626953125,0.9683518409729004,-0.075366772711277,-0.2379385977983474,
